PLOTID,Geo id,Area ha,Country,system:index,EUFO 2020,GLAD Primary,TMF undist,JAXA FNF 2020,GFC TC 2020,GLAD LULC 2020,ESA TC 2020,TMF disturbed,RADD alerts,TMF plant,Oil palm Descals,Oil palm FDaP,Cocoa ETH,WDPA
4324,61e589443d3dcefdfe9c4e8cf750697df144dc094c5835aac9f549557349e376,6.1,CIV,000000000000000006be,100,0,29,100,74,100,100,62,-,0,0,0,1,-
4325,53b5380e4d5a82a6428a53169a222a28958e64e4ecf55cf4752a83abdd62b05b,6.1,CIV,00000000000000000ece,97,0,35,100,96,100,99,54,-,0,0,0,1,-
4326,a59cf99e877b62e1da0366d14fdc99da1b78e820a2b7e4bb7323210505b96c17,6.1,CIV,0000000000000000135a,100,0,11,100,40,82,97,76,-,0,0,0,0,-
4327,adbece113dc8c4a789c792ad8b599ed0ab1cc74419cb71869f1ff29eb5b84dbf,6.1,CIV,000000000000000004ec,100,0,83,100,98,100,100,17,-,0,0,0,2,-
4328,1f11080e5702b9097f5ff5e6ac15e9b02404ecafd41141d10bb1853274e8171f,6.1,CIV,00000000000000000666,100,0,62,100,79,98,100,37,-,0,0,0,32,-
4329,35bd1dff47d57c7d0d2e358e43a97dfd719bc9a54402116df97a0f738eff6827,6.1,CIV,00000000000000000d84,67,0,38,100,73,96,100,55,-,0,0,0,98,-
4330,1d684ceb38855495bfbb96047c7c9b71c66c8be62f3a78256c2890d5f5b456f4,6.1,CIV,000000000000000011b8,100,0,51,100,78,100,100,48,-,0,0,0,0,-
4331,06a7d7cf595740ad955656feb4b9f597dacb65eaf22dfb0ca200a31db005f30d,6.1,CIV,00000000000000001335,58,0,21,99,56,71,94,75,-,0,0,0,0,-
4332,07b99e254113e19fef5f815468c1b00dfae7e1cff534850baca70022217ee394,6.1,CIV,0000000000000000075b,85,0,39,100,67,99,92,56,-,0,0,0,100,-
4333,70124e6729310af8eac250406ed46649c322c3e7ab3ece5495173fcd1d72a9e4,6.1,CIV,00000000000000000a68,54,0,17,100,73,83,100,61,-,0,0,0,2,-
4334,cc6b592d23ecf0890406e49836fa4ed6e753a472897b21556731078722a18c5a,6.1,CIV,00000000000000000d6e,57,0,21,100,71,96,94,55,-,0,0,0,60,-
4335,b27985ae61f285991fb79d2d34420f1f1300b017787b115a4ea52925562b0612,6.1,CIV,00000000000000000dad,91,0,18,100,62,97,100,77,-,0,0,0,4,-
4336,d337af4f17fa069134197c809edc4036d684db49979a1d6724fe26422ca0e9b2,6.1,CIV,0000000000000000012c,93,0,81,100,89,93,100,19,-,0,0,0,51,-
4337,7205a6d65eee53e3d31e3102154162378ce73eba48e51ac71a98dead5b0eff31,6.1,CIV,000000000000000007e8,98,0,40,100,85,100,99,57,-,0,0,0,99,-
4338,b9c8dc6cf1ea01ad821732613709c64f79087b43e50a0054dd8898698e18f65e,6.2,CIV,00000000000000001185,75,0,32,100,76,99,100,65,-,0,0,0,63,-
4339,e48cfa22c7a0e594b6909cf28d1927970f4adc8212925d278a77e8205165761e,6.2,CIV,00000000000000000bb6,95,0,78,100,77,95,100,21,-,0,0,0,49,-
4340,c8fcd3091f8e3968056b08c2a99b829df7c7c88c42b0cf34b02ef3371f9aefed,6.2,CIV,00000000000000001161,84,0,63,100,83,100,100,37,-,0,0,0,69,-
4341,a8cdef20af1282c75f5fd3dfa958c927e08e915a5ba310b9cb9a33aa08bf3623,6.2,CIV,0000000000000000124e,100,0,66,100,86,97,93,34,-,0,0,0,25,-
4342,26b91ca6d05c1d77d72c5b9ff332380d7bc58ee083ff34c411cb1a29dbafc9cd,6.2,CIV,00000000000000001250,65,0,0,100,83,94,100,72,-,0,0,0,97,-
4343,2186900bd1ea83229bc8532a84e4944d024ffbc7fd67bfafb3e6bfe04e6bb984,6.2,CIV,00000000000000000223,100,0,49,100,66,100,100,50,-,0,0,0,9,-
4344,80c4d3f3afc493f4659ac6ffc8073ab6d3e954e61d1129e419700cd58ac00173,6.2,CIV,00000000000000000619,100,0,68,100,87,98,100,32,-,0,0,0,27,-
4345,3f31e7da587bbb65709e0276f29e839ad98949301b35a22da366ceaf615a7134,6.2,CIV,00000000000000000bd4,100,0,52,100,79,100,92,44,-,0,0,0,0,-
4346,de6e966f8039317af2423563793bc615e03ac70387d1fa638aebef637a980ace,6.2,CIV,00000000000000000c1b,91,0,19,100,74,95,92,70,-,0,0,0,2,-
4347,ba102e6158f7feda1e4714080fb937abfb0787ea70f48a06b2faaa495522c713,6.2,CIV,000000000000000011b7,68,0,43,99,31,69,91,51,-,0,0,0,21,-
4348,e2c3f3f5c3b928bb0c11f10c767b35a0d77fccdd9cf5415c44b48d9f109f9218,6.2,CIV,00000000000000001349,82,0,7,100,76,98,99,64,-,0,0,0,0,-
4349,21893bad4f9cfd69c023c36e30215fadf5b4e9cf5a63d222932bef2580121f1e,6.2,CIV,000000000000000014ea,99,0,55,89,83,99,99,45,-,0,0,0,20,-
4350,0d4f85f752143136e604a0d28302e6731a206eb5cb876e3ad733685accc914cc,6.2,CIV,0000000000000000080d,100,0,69,100,73,99,100,31,-,0,0,0,28,-
4351,2876b98f2fa4e33e5f4960961e08de691d5f6c971d13d8c4885ecaa09bb7a1c7,6.2,CIV,00000000000000000dc5,93,0,39,100,70,94,100,60,-,0,0,0,0,-
4352,a0e8b7ff8d0ec76572794b27b36b31992fd2c2b158e67c16b70f27a9e0b4b5e8,6.2,CIV,0000000000000000117d,100,0,37,100,76,99,98,59,-,0,0,0,0,-
4353,375188d3e940b8005dbf72ea36eda4e1c64dce1a5b2c42a5c42f50a405859f82,6.2,CIV,0000000000000000119f,87,0,13,100,82,96,100,66,-,0,0,0,1,-
4354,3e5572841068a021ab96f5ea791abf61002654b45d36c8aeae6db40ae32d320a,6.2,CIV,00000000000000001378,75,0,5,100,73,100,70,65,-,0,0,0,0,-
4355,3ee8f86ee2e6b32fcd62ed45b10d9e2c676a43393234345ddc6bdc732bf6d7e0,6.2,CIV,000000000000000013da,78,0,55,99,83,88,91,41,-,0,0,0,25,-
4356,7f5d15b495c56a81afa6c8ba2ebb0e1d3e0e6e33490ec312e29f087e0807f0c0,6.2,CIV,0000000000000000050c,99,0,53,100,83,98,100,46,-,0,0,0,83,-
4357,8f8fdcb35147bfd7d822ae562662447cd0e5bac06b60ffb030d654594b4d03a2,6.2,CIV,000000000000000006f4,74,0,31,100,34,84,100,69,-,0,0,0,100,-
4358,fd31dbe25cdebed523684558caa314a59e7549faf39b233262f99d93a61e76ab,6.2,CIV,00000000000000000759,100,0,76,100,83,97,98,24,-,0,0,0,0,-
4359,18c2e82b27b641b9d13ae59c352fb57b80c75ee37415a7fc14b70edf12f3b298,6.2,CIV,00000000000000000c5d,96,0,46,100,75,93,100,53,-,0,0,0,53,-
4360,9e3d2529b8689155092dcfc53654dae7446501b913ad36cda9b2992e59843b5a,6.2,CIV,00000000000000000df9,81,0,31,100,69,100,100,68,-,0,0,0,1,-
4361,ab3da2bdb448ae8aa31560ddcd6c3f6685524ddeed892c66bef1c9772dbff239,6.2,CIV,00000000000000001398,86,0,24,100,78,94,97,62,-,0,0,0,0,-
4362,a35f0fd6b7d9e3fb16d84630a85fb06728eea261d0d3c6f9dc5d8244c6f12ecd,6.2,CIV,000000000000000000ef,100,0,39,100,78,100,100,55,-,0,0,0,11,-
4363,7850c491e097835e972a0902e860b9bc8406f6e79560b5c17d63f576c6af1cf4,6.2,CIV,00000000000000000a90,73,0,16,100,84,89,86,75,-,0,0,0,66,-
4364,546332b464a00287f61af97d0483488d5a09154cf3d085f38ddb7ff71fed86cf,6.2,CIV,00000000000000000af9,61,0,4,100,65,98,100,52,-,0,0,0,8,-
4365,96a1bdbb6f3b3488f2d94e04ffc3985c68e4af0af907960b20c19ea80acbfa73,6.2,CIV,00000000000000000c1a,45,0,13,100,58,92,98,80,-,0,0,0,87,-
4366,c6967c6cbf3e430dda0ece5a139825584d334292426618e108574d2f9050b014,6.2,CIV,0000000000000000148c,100,0,80,86,97,100,100,17,-,0,0,0,55,-
4367,02aee52073a7fb9150cd7500f85359ded989ec564ac79f75c5110dda947bb2ca,6.2,CIV,00000000000000000231,75,0,7,100,56,100,100,68,-,0,0,0,0,-
4368,b3aba5e50a452912ccff09a4aaa59c6d04c4094a0224243665c9e0b3d3bbab18,6.2,CIV,00000000000000000ba6,100,0,34,100,53,88,93,61,-,0,0,0,9,-
4369,51bbd284dfb9294c0310263f1a59a7c6eb574b68d4bab0215c8e5af55bfe32d4,6.2,CIV,00000000000000000cd7,81,0,34,100,70,94,69,63,-,0,0,0,14,-
4370,4d2741b74d13169a3ec7bd51c2625195d4a6e66c81daf1dda229cc1e41103ff3,6.2,CIV,00000000000000000f29,100,0,41,100,88,99,100,56,-,0,0,0,0,-
4371,5d6b7dc1af8a3607c581e8faa8cbc68eeebae5282aad89212e01010430e6eac8,6.2,CIV,000000000000000011a3,70,0,25,100,66,89,96,47,-,0,0,0,2,-
4372,44ccc56946ea904bd7748224249bc3879bb2dd9d23bf6951ea5af93079f6e41d,6.2,CIV,000000000000000014d7,100,0,74,100,75,98,97,26,-,0,0,0,18,-
4373,ccb80dce4d3a5bef4619ed4fbed0731c1178b09154fe5b25fa74ae1734798c5a,6.2,CIV,0000000000000000134e,100,0,46,100,77,99,100,54,-,0,0,0,2,-
4374,28379e55026670525cd0631a24b96c6217b0a489e70ad43139e03a7d38d382ee,6.2,CIV,00000000000000000068,99,0,66,100,96,100,100,32,-,0,0,0,54,-
4375,187b3097d2351e325a4c3df088d0552fab9a3ca11ba59ba6b4e302557cf6ddea,6.2,CIV,00000000000000000549,46,0,28,92,58,100,100,58,-,0,0,0,70,-
4376,a6f172e50f847a124c1d2720b044e8cf62e87def4f71e6ad188fe71656cbd221,6.2,CIV,000000000000000009e2,92,0,51,98,89,99,95,49,-,0,0,0,19,-
4377,e833e91bb6b7f95c34283e6c0368b58394858484e8003c857eed7a221c040abb,6.2,CIV,00000000000000000ae8,99,0,53,100,80,100,100,45,-,0,0,0,8,-
4378,58c8e8cce4c66a9c3bce2f2fc7d370c5f5e426da6e3ceca149c228a1e0bb7c73,6.2,CIV,00000000000000000b6b,100,0,47,100,66,98,100,53,-,0,0,0,3,-
4379,f320a4164dd74f001dee1f618e6bdf2c3ce1588d22a165f766b6fd6dd45d56d8,6.2,CIV,0000000000000000151b,91,0,52,100,81,92,100,42,-,0,0,0,0,-
4380,c506e657f6193910a6c3fbefd4fe812245ac748d38f7acb81a91b38fe4f1c317,6.2,CIV,00000000000000000095,81,0,12,100,79,90,100,77,-,0,0,0,0,-
4381,5c2fe07ecaed8c2e91acaad1fa7bf0925e66ac9fbe9f886f7bbe314b8f3ec3d1,6.3,CIV,00000000000000000911,100,0,21,100,91,99,100,76,-,0,0,0,98,-
4382,a3bf13834a2fbf737304e6f91e59a792863d1925f1e62600a8ff08c1271d61f1,6.3,CIV,00000000000000000e46,100,0,18,100,64,96,99,58,-,0,0,0,0,-
4383,eebf6992f41437cb65c0f4f5fab627f7c9304b630066149732a81160f84d0857,6.3,CIV,000000000000000010d8,95,0,37,100,94,100,100,60,-,0,0,0,0,-
4384,0c8dd5b695b23a5ea29e71cd2749b0c98cc6f0d74809abb83b7cde60149c722c,6.3,CIV,000000000000000010ff,64,0,11,100,80,92,100,79,-,0,0,0,0,-
4385,79ce581f61c01f999d43e30f50a48b829fabd4d4e99c716c37cb94dd83901240,6.3,CIV,00000000000000000251,94,0,36,100,93,97,91,51,-,0,0,0,0,-
4386,df58b999c197e538699f5c22c22f3997c9dcf124b886a509292dcdb2759bba4c,6.3,CIV,0000000000000000058c,91,0,35,100,72,97,95,61,-,0,0,0,52,-
4387,242c76aa68a366c189d63679dfd535e693aaec88b9bfb9b8a2b8aebf968eb153,6.3,CIV,00000000000000000865,97,0,79,100,78,99,97,20,-,0,0,0,28,-
4388,3a8c3f4a1a07c90ec0c4e98d096ce4d01cc18059d2a71b5acf3443b22111ef9d,6.3,CIV,00000000000000000930,100,0,70,100,88,100,100,29,-,0,0,0,35,-
4389,27d2b336f269c700165fbbf103a4aef6267bcddaaa236f8fb23609186c58bc04,6.3,CIV,000000000000000013c1,76,0,16,97,55,87,97,80,-,0,0,0,0,-
4390,a482a5867a71d23a80ab0f8a05a3acceec42612883dce04f05be0864a226136f,6.3,CIV,000000000000000006d0,100,0,61,100,80,100,100,32,-,0,0,0,49,-
4391,98b522b44dae24e1766747996d3ead48dd1768a5d41a37edaeb95576b7cd690e,6.3,CIV,00000000000000000a27,90,0,35,100,85,99,99,52,-,0,0,0,78,-
4392,49eadda17a65e27eca14dafb86304c8bb19255b736ff6ed6a3510aa339ac637d,6.3,CIV,00000000000000000eb6,92,0,17,100,63,89,99,79,-,0,0,0,50,-
4393,dde5562b9f0bf50b0eadb948bea0280c5b34e5ee659bfa08e8f4c6034542b480,6.3,CIV,00000000000000000caf,58,0,2,100,64,100,100,50,-,0,0,0,1,-
4394,fe50391c9e5d62af58e0cd301d133e47c182e256482ad9156ba15d920d330805,6.3,CIV,00000000000000000dd8,98,0,52,100,88,98,99,45,-,0,0,0,57,-
4395,e2cf3e3c7b92682cee776d7ac0031729a3a594d93098e3e6dca4b2a88b2ca033,6.3,CIV,0000000000000000135b,100,0,38,100,82,100,95,58,-,0,0,0,61,-
4396,f891ce4b961b4ce30bf03e0f89ad7cf05b2685506dcc6373184abcc82d68755d,6.3,CIV,00000000000000000b82,100,0,40,92,56,100,100,57,-,0,0,0,2,-
4397,c05c79cca64d0000e8371c9793371121c7bea7a9bcabe7d8592026e7a0aada16,6.3,CIV,00000000000000001077,82,0,37,100,72,100,93,57,-,0,0,0,1,-
4398,9f12ac7f6e4cee3d7f4cdef700b0d25528ad491129aaa9710c79bb2d1a6f7356,6.3,CIV,000000000000000003b7,92,0,56,100,60,88,100,44,-,0,0,0,76,-
4399,3eb868b51d54dc497e94771a62590582bf9f4646e25021c649ecdc71303b5ee4,6.3,CIV,000000000000000004d1,100,0,31,100,82,100,100,68,-,0,0,0,5,-
4400,df52c615f5f9f96e5a55ecd95c1ff5b1bdcecb06ff3facbf5802254648259c35,6.3,CIV,00000000000000000955,61,0,17,94,60,87,97,53,-,0,0,0,91,-
4401,bd564b216a7691eb88c6e21467a3c024b2ac9b5fd4b734ccb6cf6f8a60584860,6.3,CIV,000000000000000000ae,66,0,33,100,64,96,100,58,-,0,0,0,0,-
4402,99b752536571b727fc22c0d9750b32bebfeaf3d119e9677cd6d42007eabe8a84,6.3,CIV,00000000000000000273,87,0,27,100,63,94,94,72,-,0,0,0,13,-
4403,24d5ce3037fd952cfed4b40a9dcf15a6dab02fb10cca81ad71e4a18d3f007617,6.3,CIV,000000000000000002ec,63,0,11,100,57,99,100,80,-,0,0,0,0,-
4404,4328748947a65c6574cd2254362585714a9acdb3ce1061d4d411b74ebc83b099,6.3,CIV,0000000000000000038d,74,0,44,100,73,91,100,41,-,0,0,0,2,-
4405,547154c73e69ecafa77e2a1592a29dd6eb6de56f6552caea51c462f96c91a7d5,6.3,CIV,00000000000000000aab,100,0,32,100,91,100,100,52,-,0,0,0,3,-
4406,7fbbf20a96bb6ccd53e76a1ba76b9a781342d212789bc1c9d84540719a4c817a,6.3,CIV,00000000000000000d6f,100,0,84,100,90,100,100,16,-,0,0,0,20,-
4407,340c4dd5125fb8f326e49a0b4ddaf9f7b11541017aefba2f3e2ef46325cc0f22,6.3,CIV,000000000000000011d8,67,0,6,100,63,74,100,89,-,0,0,0,0,-
4408,7e049f1091bed77b9e686cb27d79893be3d7c0de3f7e91bd5e34eb66eb4ed20d,6.3,CIV,00000000000000001482,9,0,4,83,69,18,99,10,-,0,0,0,0,-
4409,84c531dcb0851e75fa9480194fb8b54a79cdb0af42d3ae3b94f460911dc281dc,6.3,CIV,0000000000000000149c,84,0,8,100,60,100,100,68,-,0,0,0,0,-
4410,c0bfa2b3fd48c025c7de7f42b8499e4d098d1a5e62c76df4af3648c6581db3c4,6.3,CIV,0000000000000000069c,90,0,57,100,79,100,98,43,-,0,0,0,99,-
4411,1ca0620f98b02c0082025c7f3c7472356e67cc134569f9a4e0c33e89e1586a21,6.3,CIV,00000000000000000f38,99,0,56,99,87,100,100,43,-,0,0,0,62,-
4412,9b896a1a73be474445248f1c3d9a47ee694dc8446b9543b77c66a469b7e58f99,6.3,CIV,000000000000000013fe,90,0,12,100,64,97,95,72,-,0,0,0,0,-
4413,ec1255c443064c4c08150c1a1dd58c041e8c40ca26e3bba1304bcad483b755c4,6.3,CIV,000000000000000006e8,100,0,35,100,88,98,100,59,-,0,0,0,92,-
4414,9ca099e09e76a1e49f53858654db1ef393ed0f393ba9e09f992da70d90fd82be,6.4,CIV,000000000000000001bd,48,0,14,98,77,78,79,67,-,0,0,0,79,-
4415,a73c722aae1b8ff4b1b6cdcd5a3abc44442556bb768d9d99bf942ba99eaa34bd,6.4,CIV,0000000000000000027e,31,0,2,100,24,71,95,60,-,0,0,0,99,-
4416,5eb86efa4a345d7c81eecbf5ad6883a408c65ec93af337b457f818d9acc7bd0d,6.4,CIV,00000000000000000285,25,0,55,9,16,50,2,39,-,0,0,0,0,-
4417,11c08dcc7951a039208c86e814b49afcf428ee9ea76aefb434487b434f0132ce,6.4,CIV,000000000000000005cf,78,0,21,100,65,91,100,60,-,0,0,0,65,-
4418,192ff5ff1f176bd351ddfb93c39ad4f7c01892a1b44d3d1cb9902e91da462dc9,6.4,CIV,000000000000000006a4,100,0,68,100,81,100,98,30,-,0,0,0,80,-
4419,75510535793733f031db0c1a23ca2106382df453a44c9f05ac1c9d3526f09328,6.4,CIV,000000000000000006d6,77,0,52,100,75,90,99,43,-,0,0,0,72,-
4420,ca15b5b119288cf3c13c7e585253b968ab437aac8489482e898096a0a4c8ad0b,6.4,CIV,000000000000000007c3,93,0,49,100,65,90,100,51,-,0,0,0,72,-
4421,3107911109803fe38ed0108e8cf964dcdadb63f25ad7309b592ad167ed41ab60,6.3,CIV,00000000000000000a61,72,0,38,100,80,88,89,52,-,0,0,0,39,True
4422,18510b875cab549c15001c29dc117ea657a0a39b466b31e2971a6d6c7a940b63,6.4,CIV,00000000000000000e08,100,0,74,100,93,100,99,26,-,0,0,0,67,-
4423,7936efc51b54603abc639282b29e274e62d1fda18769fc88294ff9064e2c4121,6.4,CIV,0000000000000000142b,99,0,15,100,91,99,88,73,-,0,0,0,0,-
4424,4d00b34c12d2fef3ed273d73582929e6d2016f28144f81343dd207e9e6467ed7,6.4,CIV,000000000000000002f5,100,0,61,100,83,100,100,38,-,0,0,0,83,-
4425,74ce9bda529a3bcb4a2659eaff5574dce43c44c2a7fea7cc94d157c042be76db,6.4,CIV,00000000000000000abe,86,0,61,100,57,91,90,38,-,0,0,0,8,-
4426,eab9e2d2643543a04e00985b8ccf0f8523ef005535795899be008b7ef18c908d,6.4,CIV,00000000000000000bf0,97,0,50,100,98,100,100,49,-,0,0,0,57,-
4427,3585f2324f5be1ba5efddfcbd8d1120f3039302e5aa51a2414470618a8cea296,6.4,CIV,00000000000000001036,61,0,6,100,66,97,95,55,-,0,0,0,0,-
4428,acd554c91ee2cfee3b981491489aa98b6ab74d94cf07460a84c4519b69448642,6.4,CIV,000000000000000013ac,72,0,26,100,53,98,100,72,-,0,0,0,5,-
4429,f1c54d5f4b82c8f608c01f8ede9b70700de8514ab9214234bd2c8357c231eb28,6.4,CIV,0000000000000000099c,94,0,15,100,96,100,100,64,-,0,0,0,71,-
4430,ba2890be231ff1a0a401b0eec9b6b2bee166ef9775d842b2ebad25146e2c9e1b,6.4,CIV,00000000000000000cea,39,0,3,94,27,69,91,63,-,0,0,0,1,-
4431,f94bbc548e960239b06cdaab6118f68c7f497519b3682b6d4003d0d28393b674,6.4,CIV,00000000000000000ed3,74,0,22,100,60,99,100,68,-,0,0,0,1,-
4432,6e3a44321674994b74370c5fd5d23795c71f0eeb22768b1f75097f855454652b,6.4,CIV,00000000000000000fcc,100,0,57,100,80,97,100,43,-,0,0,0,61,-
4433,060f9fec7d73b792b634dcbc408d04b1284578a976ad4c9c5a7b35219149afc6,6.4,CIV,00000000000000001345,82,0,30,100,77,95,99,70,-,0,0,0,0,-
4434,659ae292716b7ae4d6e1b9fd74eb0583091fe34174dd2db0ffe37efa0ffd0171,6.4,CIV,00000000000000000d40,95,0,57,100,87,100,100,42,-,0,0,0,100,-
4435,1c209a78cef73d29dede3785294ac6b20cb680a28b145f2118e479c85a0a72c7,6.4,CIV,00000000000000000ed9,100,0,10,100,92,100,100,80,-,0,0,0,0,-
4436,9bb0610fa5ec2962cd7d9dff7196a8fb1257220fe0b83e3b713690a82aa1e6a2,6.4,CIV,00000000000000000952,92,0,25,100,62,96,100,71,-,0,0,0,58,-
4437,3e3e5f8616fe799037ff1686c97e7f46144d037d1937cdc61cf5752c5fb52872,6.4,CIV,00000000000000000f31,85,0,9,100,90,98,92,69,-,0,0,0,95,-
4438,229aeb3ee2a6b06b6541e78b757cae937193c4b8e435ab98ca938bf988c4a2bc,6.4,CIV,00000000000000001197,91,0,17,100,44,100,100,78,-,0,0,0,0,-
4439,d5fa43e8eae3df717013c5da9574a00f713599815ddff623abf22ad167295cad,6.4,CIV,00000000000000000307,23,0,31,29,16,41,22,69,-,0,0,0,0,-
4440,4d96b60a2fb9c0c7f5beb286db46c43147530e57de395080a4afe949f7459bca,6.4,CIV,0000000000000000081c,99,0,65,100,83,100,100,32,-,0,0,0,70,-
4441,cffe49e6fa74ce9b4414411c33a4383ad07065df5788e4fcb2d49d0010a29d2e,6.4,CIV,00000000000000000bbe,61,0,4,100,66,100,96,60,-,0,0,0,92,-
4442,ab9efcf18b35bbcf7f92b045f8ffb81708e2b600867ee366ca0c6910f68a7430,6.4,CIV,00000000000000000c53,99,0,75,100,79,98,100,25,-,0,0,0,5,-
4443,53caef982ef0ec3f9b11ed0273b246c83619143efbfd0d4d9aad95d125a37323,6.4,CIV,00000000000000000efc,87,0,2,100,79,100,94,57,-,0,0,0,1,-
4444,bb6c49e905c84fc7c9f32f127b8bbc3c60ec5d51b9746dddd92df8e1d19216ea,6.4,CIV,000000000000000013e3,80,0,24,100,46,62,97,67,-,0,0,0,12,-
4445,455d5f8d7004e3b0cf60cb5506d2e8d71abb0e485a2695e1e7e968a3d51915dc,6.4,CIV,000000000000000008bc,100,0,48,100,96,97,100,50,-,0,0,0,34,-
4446,9a10b38222806f290d2056b3ba95a9bcccc8d29af3f7c9f5e8ea63aa06c552f5,6.4,CIV,0000000000000000091e,100,0,77,100,83,100,100,21,-,0,0,0,20,-
4447,3ce16f82f10c79922a69926a4cfb38c4ff25d7a2adbf3ef25b33342ccb6e2f15,6.4,CIV,00000000000000000957,100,0,77,49,92,98,100,23,-,0,0,0,5,-
4448,44b23ece0d7deb805bea35304064b9583eac6b67dcc41fd3d915ed04898f0180,6.4,CIV,00000000000000000a5e,57,0,6,100,50,100,100,79,-,0,0,0,4,-
4449,b7a9a52583c8150599f1be668650847a6cea22f399cd1c9491bcfcf1d39319b5,6.4,CIV,00000000000000000b76,82,0,25,100,60,100,100,73,-,0,0,0,0,-
4450,df45114993ba758f0cb10187a11fa21bf808458397aa7899cb1e24f7291e38be,6.4,CIV,00000000000000000d2c,87,0,44,100,78,100,100,53,-,0,0,0,2,-
4451,af34bc0b93b7a9836a3a25eeff52ed7c2d7288d55c4938c05a9770a1a4c14692,6.4,CIV,00000000000000001054,79,0,14,100,83,99,90,57,-,0,0,0,50,-
4452,5496c68d586960c3586b4f041add78b2b4bee3bb75f4f3150d22582e8ae62e92,6.4,CIV,000000000000000013c5,23,0,4,100,67,45,95,39,-,0,0,0,0,-
4453,0b07facf0de46ea989d8ec56e7a9d5d1fdc61ffdbc188a439176428440897d5f,6.4,CIV,00000000000000001436,100,0,38,100,61,100,98,61,-,0,0,0,0,-
4454,7518f23929b357e8b8db23292695424464521931305da888f2678ea185198395,6.4,CIV,00000000000000000375,100,0,48,100,97,100,97,41,-,0,0,0,77,-
4455,9577875939128c21a33184271bbb57bb91a5dbb632e69136d402c2a207b85fdd,6.4,CIV,00000000000000000d10,60,0,26,100,60,92,100,73,-,0,0,0,100,-
4456,dcd899e9172f4e4f61a24be374a9f5ec79e4a6766edd85e427c2dd06a43354a4,6.4,CIV,000000000000000011d0,87,0,3,90,86,100,98,70,-,0,0,0,0,-
4457,f9019a91ba51e5b1c2b3774b5853cc3f2575825b4cab7bd4a759cc2655614fb0,6.4,CIV,00000000000000000716,100,0,25,100,68,98,100,72,-,0,0,0,0,-
4458,39ea47bedac72d264ad403120ae5d03eda3efb661c50efb8792b27c3fc7ed3bf,6.4,CIV,00000000000000000951,56,0,18,100,79,66,75,65,-,0,0,0,37,-
4459,c8de74edf4764b96c585687d038468c873dc3cc93fae6312b7bcc49329a121a1,6.4,CIV,00000000000000000963,100,0,42,100,93,98,100,57,-,0,0,0,10,-
4460,27edce2e37ceb33127d4a984ae8c5baac95c8eee12743e7b3e731436815829b8,6.5,CIV,000000000000000002f2,100,0,57,100,81,98,100,42,-,0,0,0,15,-
4461,9f2d008ef6010f457b7adfc9db5556c9ea41be0c033070507545795f1d97e62a,6.5,CIV,00000000000000000403,87,0,61,100,87,93,100,34,-,0,0,0,71,-
4462,ea52059ded7af24b080b2c7017ddcc3171bf9f132a9449adbe038fb1010539ec,6.5,CIV,00000000000000000c32,99,0,89,100,81,100,100,11,-,0,0,0,95,-
4463,8652af6372dca3927640a0c26417e737292710405f9293c09a6e0e13c60923b0,6.5,CIV,00000000000000001007,100,0,49,97,92,99,100,51,-,0,0,0,65,-
4464,e976e8eae95283a811146a93cf8e8a5b26c533eda94e01c5c362f8987ead0bf5,6.5,CIV,000000000000000010d5,73,0,31,100,74,89,100,64,-,0,0,0,0,-
4465,ddca4bab9ddc19f4ddb0e0bf0eac92127f0a06284f021292e00cabbe9bf5028a,6.5,CIV,00000000000000000683,100,0,86,100,91,100,100,14,-,0,0,0,4,-
4466,be2dfaf339a1ff42eeb0d81f01c93279387f2515a9963135e80ee74bc7d35092,6.5,CIV,00000000000000000808,100,0,97,99,93,100,100,3,-,0,0,0,2,-
4467,168461a7254b144cb0cb1a78fc7b36389ad42346c63b0273bc12d3160df7ac93,6.5,CIV,000000000000000009e8,100,0,36,100,88,99,99,51,-,0,0,0,79,-
4468,2550bd7fb9e00ead91a658053a5522a40aa6e2d5ddc00e6d9f8663414732e4c5,6.5,CIV,000000000000000013e0,100,0,58,100,90,100,99,40,-,0,0,0,0,-
4469,67ccdaed223a7ae3b837c6fc1638b04f8d90026baa162ae766e9059c551f5fa4,6.5,CIV,000000000000000000bf,5,0,6,97,68,13,90,38,-,0,0,0,0,-
4470,3f2020da96804c8ddbd60caf66cc7cb1d2c158693a1a83f7af1dec3bba13d4bd,6.5,CIV,000000000000000008df,100,0,26,100,86,100,100,69,-,0,0,0,17,-
4471,b33278440711028643e783a3bcd62106128a99ed5108dbc31113ea3daab572ec,6.5,CIV,00000000000000000fd4,95,0,34,100,75,95,98,63,-,0,0,0,0,-
4472,9b9352479c7ff13bf346dbae3e2c15c635b91fcf94bee75f10ab5ed72a63e9b4,6.5,CIV,00000000000000001123,25,0,7,100,59,50,55,42,-,0,0,0,43,-
4473,6d1a58e4dd0919034d06ede31abae43c52fe4604149a1018ff6e2d3c032456e0,6.5,CIV,00000000000000000108,98,0,14,100,86,98,100,82,-,0,0,0,0,-
4474,81090d3fe664a51a3e86fe91544d0897618c0124147225d77f27a5df2c36ed8c,6.5,CIV,00000000000000000825,95,0,35,100,88,100,100,58,-,0,0,0,97,-
4475,21fb39137a48ebc04d7b64219b108009a8f7f728ee8809d37a46d72c7b848620,6.5,CIV,00000000000000000a9e,93,0,20,100,70,99,91,77,-,0,0,0,4,-
